number|name|description|creditpoints|teachername|address|requirement|semester|faculty|degree
PI5508|Hardware-basierte Systemsicherheit|Dieses Modul führt Hardware-basierte Sicherheit und ausgewählte Hardwaresicherheitsmodule ein. Mit deren Hilfe wird die Umsetzung der Schutzziele Vertraulichkeit, Integrität und Echtheit (Authentizität) von Daten, Software und Systemen gegen Angriffe gehärtet.|6|Prof. Dr. Andre Rein|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2566|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5009|High Performance Computing|Beim techn.-wiss. Hochleistungsrechnen liefern Parallelrechner die hierfür erforderliche Leistung. Um diese effektiv nutzen zu können, bedarf es eines tiefen Verständnisses der Programmierung derartiger Systeme. Dieses Modul verfolgt das Ziel, das hierfür erforderliche Wissen zu erwerben und praktische Fähigkeiten in der parallelen Programmierung zu entwickeln.|6|Prof. Dr.-Ing. Dipl.-Inform. Guido Bartsch|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2546|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5502|Implementierung von Compilerbau-Werkzeugen|Design und Implementierung von Scanner- und Parser-Generatoren|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2573|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5009|Interaktives Spezifizieren und Verifizieren von Softwareartefakten|Verständnis für die formale Spezifikation von Transitionssystemen; Formales Design von Softwareartefakten in der Sprache Alloy 6 und interaktives Arbeiten mit dem Alloy Analyzer; Model Finding und Model Checking|6|Prof. Dr. Burkhardt Renz|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2597|Informatik (M.Sc. 2022)Logik und Formale Methoden (TI5002), Logik und Formale Methoden (TI5002)|4|FB06-MNI|Informatik(M.Sc.2022)
PI5506|Kernel-Architekturen in Programmiersprachen|Untersuchung kernel-basierter Programmiersprachen aus Sicht der Softwaretechnik.|6|Prof. Dr. Dominikus Herzberg|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2564|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5004|Konzepte Industrie 4.0|Das Modul vermittelt technische Konzepte und Einsatzmöglichkeiten von Cyber Physical Systems zur dezentralen Produktionsautomatisierung. Die horizontale und vertikale Integration von industriellen Produktions- und Informationsprozessen werden erklärt. Weiterhin werden Security und Safety sowie Auswirkungen der Digitalisierung behandelt.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2541|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5004|Kryptologie und Systemsicherheit|Elemente der Zahlentheorie; Kryptografie, Kryptoanalyse und kryptografische Protokolle.|6|Prof. Dr. Andre Rein|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2601|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5507|Künstliche Intelligenz für Computerspiele|Methoden des softwaregesteuerten strategischen Entscheidens und der Simulation von Verhalten, die bei der Entwicklung von Computerspielen eingesetzt werden können.|6|Prof. Dr. Andreas Gogol-Döring|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2565|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5510|Künstliche neuronale Netze/Deep Learning|Das Modul vermittelt tiefen Einblick in die Funktionsweise künstlicher neuronaler Netze und verdeutlicht deren Nutzen und Grenzen in typischen Anwendungsgebieten.|6|Prof. Dr. Andreas Peter Dominik|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2568|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5503|Location-based Services|Agile Entwicklung eines verteilten Informationssystems mit ortsabhängigen Diensten für mobile Endgeräte.|6|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2561|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5002|Logik und Formale Methoden|Das Modul behandelt Grundkonzepte, Begriffe, Methoden und Werkzeuge, mit denen formale Methoden praktisch eingesetzt werden können, um sequentielle und nebenläufige Softwaresysteme zu modellieren und zu verifizieren.|6|Prof. Dr. Michael Elberfeld|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2599|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GEN5003|Masterarbeit mit Kolloquium|Anwendung des im Studium erlernten Wissens (Methoden und Techniken) auf ein wissenschaftliches Thema.|30|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2622|Informatik (M.Sc. 2022)Entwicklungsprojekt (inkl. Begleitseminar) (GEN5002), Entwicklungsprojekt (inkl. Begleitseminar) (GEN5002)|4|FB06-MNI|Informatik(M.Sc.2022)
GEN5001|Masterseminar|Kritische Darstellung einer wissenschaftlichen Arbeit zu einem aktuellen Thema der Informatik und ihrer Anwendungen.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2534|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5001|Methoden des Software-Entwicklungsprozesses|Der Kurs vermittelt Kenntnisse und Erfahrungswissen über agile Methoden der Software-Entwicklung. Die Studierenden erproben die Konzepte, Phasen, Aufgaben, Rollen und Kommunikationsprozesse in einem praxisnahen Scrum-Projekt.|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2589|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5502|Microservices|Das Modul stellt die Prinzipien, Techniken und Methoden eines auf Microservices basierenden Systembaustils vor. Es werden die Besonderheiten dieses Architektur-stils erläutert, spezifische Problemstellungen, die in der Service-Kommunikation liegen, erörtert und Lösungsansätze verglichen.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2571|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5007|Mit neuen Lösungen Zukunft gestalten|Um uns als Gesellschaft in Richtung der Nachhaltigkeitsziele zu entwickeln, sind in vielen Branchen und Anwendungsbereichen ein Umdenken, Verhaltensveränderungen und neue Produkte/Services wünschenswert. In „Inno-Teams” entwickeln die Studierenden in einem Design-Sprint gemeinsam methodenbasiert ein nachhaltig ausgerichtetes Ideenkonzept mit Prototyp.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2610|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5002|Mobile Roboter|Das Modul liefert vertiefte Kenntnisse im Bereich der mobilen Roboter.|6|Prof. Dr.-Ing. Nina Rudigkeit|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2548|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5008|Mobile Software Engineering|In diesem Modul werden wichtige Aspekte des Softwareengineerings, mit dem Fokus auf mobile Applikationen, vermittelt und durch deren praktische Anwendung gefestigt. Relevante mobile Plattformen / Technologien werden im Detail untersucht und auf verschiedenen Ebenen diskutiert.|6|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2596|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5503|Modellgetriebene Softwareentwicklung in der Praxis|Der Kurs vermittelt und vertieft die Umsetzung von SE-Projekten unter Verwendung modellgetriebener Softwareentwicklung (Model-Driven Development, MDD). In einem praxisnahen Umfeld wird eine eigene Infrastruktur zur modellgetriebenen Entwicklung von Web-Applikationen konzipiert und umgesetzt.|6|M.Sc. Dennis Priefer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2592|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5003|Modellierung Cyber Physical Systems|Das Modul behandelt systemische Ansätze zur Modellierung und Simulation von Cyber Physical Systems sowie konkrete Anwendungsfelder wie beispielsweise Industrie 4.0 oder e-Health-Systeme.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2540|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5005|Modellierung ereignisdiskreter Systeme|Beschreibung, Analyse und Simulation von Systemen mit Petrinetzen und vergleichbaren Techniken.|6|Prof. Dr. Michael Elberfeld|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2602|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5007|Mustererkennung und Maschinelles Lernen|Hough-Transformationen und RANSAC, statistische Entscheidungstheorie, Klassifikatoren und Lernstrategien, Support-Vector-Machines, neuronale Netze (Deep Learning), Sequenzanalyse.|6|Prof. Dr. Seyed Eghbal Ghobadi|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2586|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5506|Parallele Algorithmen|Parallele Algorithmen beschleunigen t Programme unter Verwendung paralleler Architekturen, wie Multiprozessor-Systeme. Diese Veranstaltung befähigt die Studierenden, effiziente parallele Algorithmen für verschiedene Probleme zu entwickeln. Hierzu lernen sie parallelen Entwurf, Analyse und Implementierung kennen.|6|Prof. Dr. Michael Elberfeld|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2577|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
WW5003|Personalmanagement|Personalmanagement wird jeder Führungskraft abverlangt. Mit dem Blick des Personalmanagers erlernen und erfahren die Studierenden notwendiges Personalwissen - von der Personalplanung bis zur Gehaltsabrechnung.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2611|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5008|Praktikum Industrierobotik|Thema dieses Moduls ist das praktische Erlernen verschiedener Herangehensweisen bei der Programmierung von Industrierobotern. Außerdem werden die mathematischen Grundlagen der Roboterkinematik erarbeitet.|6|Moritz Schauer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2554|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5505|Praktikum Künstliche Intelligenz|Die Studierenden entwickeln selbst unter Anleitung aktuelle Architekturen tiefer neuronaler Netze (z.B. Transformers, WaveNets, usw.). An Beispielen der eigenen Implementierungen werden Tricks und Kniffe, sowie Lösungen allfälliger Probleme beim Design tiefer neuronaler Netze erkundet und erklärt.|6|Prof. Dr. Andreas Peter Dominik|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2563|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5501|Praktikum Softwarearchitektur|Vertiefende praktische Übungen zur Softwarearchitektur an einer konkreten Projektarbeit.|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2570|Informatik (M.Sc. 2022)Datenbanken und Informationssysteme (PI5002)Softwarearchitektur und Anwendungsentwicklung (SE5002), Datenbanken und Informationssysteme (PI5002), Softwarearchitektur und Anwendungsentwicklung (SE5002)|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5004|Praktikum verteilte eingebettete Systeme|In Zeiten des Internet of Things, Smart Homes und Industrie 4.0 gewinnt die Vernetzung von verteilten Sensor-Aktor-Knoten eine zunehmende Bedeutung. Thema dieses Moduls ist das praktische Erlernen der dazu notwendigen Werkzeuge, Protokolle und Kommunikationsstandards.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2550|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5001|Präsentation, Gesprächs- und Verhandlungsführung|Artikulation, Rhetorik, Satzfiguren und logisches Schließen; Gesprächsleitung, Recherchetechniken, Nutzung des Internets Präsentationstechniken, Auswertungen und Befragungen.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2604|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5003|Programmiersprachen: Konzepte und Realisation|Dieses Modul liefert den Studierenden ein vertieftes Verständnis des Entwurfsspektrums von Programmiersprachen mit ihren unterschiedlichen Konzepten und dem Spannungsverhältnis von Ausdrucksmitteln und Implementierungskosten.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2582|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5011|Projektleitung  Industrie 4.0 und Digitalisierung|Studierende unterschiedlicher Fachbereiche sollen ein interdisziplinäres Projekt umsetzen und ihre Fachkompetenzen anwenden, um das Projekt unter realen Bedingungen durchzuführen. Bei dem interdisziplinären Projekt übernehmen die Studierenden die höheren Aufgaben (Projektmanagement, Konzepterstellung, Projektleitung) des Projekts.|6|Prof. Dr. Christian Überall|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2557|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
PI5501|Projektstudium Mobiles Campusinformationssystem|Das Modul ist ein Projekt zur Entwicklung eines komplexen Informationssystems mit ortsabhängigen Diensten für mobile Endgeräte unter besonderer Berücksichtigung der barrierefreien Benutzbarkeit.|6|Sebastian Süß|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2559|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
WI5502|Prozessorientierte Organisationsentwicklung|Keine|6|Keine|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2633|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5008|Qualitätssicherung für künstliche Intelligenz|Trotz der intensiven Entwicklung von KI-Anwendungen gibt es immer noch Herausforderungen bei der Bewertung, Sicherung und Zuverlässigkeit solcher Anwendungen.In diesem Kurs werden die Studierenden verschiedene Methoden und Maßnahmen zur Sicherstellung der Qualität einer KI-Funktion zur Objekterkennung lernen.|6|Prof. Dr. Seyed Eghbal Ghobadi|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2545|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5002|Regelungstechnik|Das Modul behandelt Grundlagen, Eigenschaften und Einsatzmöglichkeiten zeitkontinuierlicher und zeitdiskreter Regelsysteme. Die Simulation von Regelstrecken und Regelkreisen wird erlernt.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2539|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIR5007|Reverse-Engineering eines eingebetteten Systems|Der Kurs zeigt die systematische Analyse von unbekannter Hard- und Software mit dem Ziel des Verstehens der Wirkungsweise des Systems.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2553|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
TI5503|Selected Topics in Programming Languages|Dieses Modul erklärt ausgewählte Themen aus dem Entwurf und der Implementierung von Programmiersprachen.|6|Prof. Dr. Uwe Christoph Meyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2574|Informatik (M.Sc. 2022)Programmiersprachen: Konzepte und Realisation (PI5003), Programmiersprachen: Konzepte und Realisation (PI5003)|4|FB06-MNI|Informatik(M.Sc.2022)
SE5002|Softwarearchitektur und Anwendungsentwicklung|Konzepte von Softwarearchitekturen: Muster und Fallstudien.|6|Prof. Dr. Thorsten Weyer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2590|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5003|Stress- und Konfliktmanagement|Mit dem Blick des Personalmanagers und Vermittlungsprofis erlernen und erfahren die Studierenden notwendiges Wissen zur effizienten Stress- und Konfliktbehandlung im beruflichen Umfeld.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2606|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5006|Synchrone Programmierung in eingebetteten Systemen|Reaktives Verhalten in eingebetteter Software lässt sich durch konventionelle, sequentielle Programmierung nicht einfach beschreiben. Thema dieses Moduls ist das Kennenlernen und Anwenden des synchronen Paradigmas als zusätzliche Implementierungstechnologie zur Verbesserung der Softwarequalität.|6|Dipl.-Inform. Michael Kreutzer|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2543|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5005|Systematische Software-Anforderungsanalyse|Vertiefung der Kenntnisse in der systematischen Software-Anforderungsanalyse; tiefergehende Kenntnisse in der praktischen Anwendung der Ermittlung, Dokumentation, Analyse, Abstimmung, Prüfung und Verwaltung von Anforderungen|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2593|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
SE5007|Systematischer Softwaretest|Vertiefung der Kenntnisse im systematischen Softwaretest; tiefergehende Kenntnisse in der praktischen Anwendung von Testtechniken an konkreten Softwaresystemen (Fallbeispiele)|6|Steffen Vaupel|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2595|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
IIK5001|Systems Engineering|Entwurfsmethodiken informationstechnischer und eingebetteter Systeme, Systemspezifikationen sowie Ansätze des Model-based Software und Systems Engineering.|6|Prof. Dr. Ing. Diethelm Bienhaus|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2538|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5501|Systemtheorie für interdisziplinäre Anwendungen|Die Veranstaltung vermittelt die interdisziplinäre Anwendung der Systemtheorie ausgehend von Informationstechnologie, Naturwissenschaften und Kommunikation in sozialen Medien zur Behandlung komplexer nichtlinearer Probleme in der sozialen, biologischen, physischen, und technischen Umwelt (Ökosysteme).|6|Prof. Dr. Axel Schumann|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2537|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
GS5004|Verhandlungs- und Mediationsansätze für zukünftige Führungskräfte|Führungserfolg setzt heute Verhandlungs- und Vermittlungsqualifikation voraus. Im Wechsel von theoretischer Betrachtung und praktischer Rollenspiele und Übungen werden Idealprozesse zur erfolgreichen Verhandlungsführung und Konfliktlösung entwickelt.|3|Prof. Dr. Alexander Dworschak|https://www.thm.de/organizer/?option=com_organizer&view=SubjectItem&id=2607|Keine|4|FB06-MNI|Informatik(M.Sc.2022)
